EjeX,EjeY,Frecuencia
6.977356503422854,0.007938636253817742,7
7.0,0.017551648704535627,7
6.970404984423675,0.011816615816375449,7
6.961538461538462,0.006295442080180838,7
4.961538461538462,0.005921979146849247,7
3.8461538461538463,0.010611074684511218,7
4.6923076923076925,0.007434210515867341,7
7.330769230769231,0.013096515520528953,7
7.0,0.011263995568752886,7
4.115384615384616,0.0037830442048312754,7
6.961538461538462,0.007316494204508596,7
6.961538461538462,0.012884183131632714,7
5.807692307692308,0.008424224388886724,7
5.5769230769230775,0.008383504755179804,7
7.30416068866571,0.004441834586637736,7
7.075471698113208,0.004451786511536273,7
3.9320142059868086,0.005092145016766821,7
3.859348198970841,0.0028925901147167973,7
4.182933630786391,0.004605924940958944,7
4.30416068866571,0.004441834586637736,7
7.075471698113208,0.004451786511536273,7
3.9320142059868086,0.005092145016766821,7
6.961538461538462,0.014231084681546938,7
6.961538461538462,0.014569553734764918,7
7.5,0.015842120468421737,7
7.384615384615385,0.0071144097373953535,7
7.0,0.013550740414040485,7
6.5769230769230775,0.02904756206077552,7
4.115384615384616,0.012002856816844666,7
6.307692307692308,0.01259050054927587,7
5.947920569501687,0.017168753025587166,6
5.98773711438973,0.01140487124706118,6
3.9433590249148596,0.016273234665905696,6
5.961538461538462,0.008771430741743188,6
3.8081515026759982,0.006962628150836301,6
5.977496483825597,0.011283056544566558,6
5.961538461538462,0.009106081207208388,6
5.961538461538462,0.00817801505721279,6
5.961538461538462,0.007340454642718181,6
6.607692307692308,0.00590454520899093,6
5.961538461538462,0.00817801505721279,6
5.961538461538462,0.007340454642718181,6
3.807692307692308,0.00590454520899093,6
6.307692307692308,0.003775763811642484,6
6.423076923076923,0.003814353379191294,6
5.961538461538462,0.009366681190026118,6
5.961538461538462,0.010926343764530345,6
5.961538461538462,0.005975284194509574,6
5.961538461538462,0.008693099102572138,6
5.961538461538462,0.00647674009597069,6
5.961538461538462,0.00551308702769402,6
5.961538461538462,0.011026093944741381,6
5.961538461538462,0.005610981824555541,6
6.0,0.0044141848181257,6
5.461538461538462,0.0024187667408310876,6
4.5769230769230775,0.005195286623401054,6
5.961538461538462,0.00943747144389504,6
6.0,0.004229246482298909,6
7.538461538461539,0.003952552319054889,6
5.961538461538462,0.0064559104197752775,6
4.884615384615385,0.007251516152487527,5
5.0,0.012707394163265944,5
5.561538461538462,0.011101487784254668,5
4.961538461538462,0.016443629194893224,5
4.961538461538462,0.02227743125419587,5
4.961538461538462,0.016320867879549027,5
4.961538461538462,0.029055548949768778,5
4.961538461538462,0.02450684430791612,5
4.9765334196471915,0.024098938672539743,5
4.961538461538462,0.01868656722592824,5
4.961538461538462,0.016624325430421125,5
4.307692307692308,0.0029310986274421824,5
5.6923076923076925,0.004187694890543395,5
4.961538461538462,0.007554150180985081,5
4.976704786107581,0.010759350258798324,5
4.058853373921867,0.006935385437395518,5
4.288164665523157,0.005177421801145299,5
4.921991084695393,0.0054900043115230284,5
4.957231726283048,0.00597669956188154,5
4.957231726283048,0.007082332769455728,5
4.957231726283048,0.010927842800092768,5
4.961538461538462,0.04001262932999392,5
4.961538461538462,0.021646413135086775,5
4.9285095320623915,0.023328212406923152,5
5.346153846153847,0.010200619686341486,5
4.5923076923076925,0.00979163581319889,5
5.730769230769231,0.022366697369407326,5
4.961538461538462,0.029623625024893702,5
5.538461538461538,0.010637797644000016,5
4.961538461538462,0.019011746821811153,5
4.469230769230769,0.010333753775095258,4
4.2615384615384617,0.017059921537373637,4
4.3615384615384617,0.013280089212747368,4
4.4615384615384617,0.017367336171466154,4
3.9615384615384617,0.016133564182031677,4
3.9615384615384617,0.03492718220734381,4
3.9615384615384617,0.010028372201601708,4
3.9615384615384617,0.018672513338729702,4
3.884615384615385,0.043707586553541754,4
4.0,0.012367599241408142,4
4.653846153846154,0.004073188609969908,4
3.9615384615384617,0.012015005925104849,4
3.8615384615384617,0.021680814368086342,4
5.730769230769231,0.03999276156019307,4
5.1923076923076925,0.037136277824644834,4
3.9615384615384617,0.03381618088833285,4
4.1,0.06305889212972265,4
5.153846153846154,0.029218592965596844,4
3.9615384615384617,0.01697617818230203,4
3.9615384615384617,0.01794148763593623,4
3.9615384615384617,0.008317158191130056,4
3.9615384615384617,0.023361604750925604,4
3.9615384615384617,0.054592655982179765,4
4.0,0.013845617216345349,4
3.9615384615384617,0.012022385801327858,4
3.9615384615384617,0.004996494176364452,4
4.0,0.009225810268225287,4
3.9615384615384617,0.022142870463678587,4
4.3615384615384617,0.01009156054833361,4
